rounded_datetime,J [mm/h],Cin [-],C_flux_in,C_in_conserved,ET [mm/h],Q [mm/h],wi [-],measC_Q
2016-10-07 00:00:00,0.0,-21.65,0.0,,0.07586357780559683,0.007069098590357145,0.0010241195538706663,
2016-10-07 04:00:00,0.0,-21.65,0.0,,0.09833007535084906,0.006909816325982146,0.0010010438986868852,
2016-10-07 08:00:00,0.0,-21.65,0.0,,0.09833007535084906,0.006856722237857145,0.0009933520136256248,
2016-10-07 12:00:00,0.0,-21.65,0.0,,0.09833007535084906,0.006936363370044645,0.0010048898412175153,
2016-10-07 16:00:00,0.0,-21.65,0.0,,0.09833007535084906,0.0070956456344196455,0.0010279654964012962,
2016-10-07 20:00:00,0.0,-21.65,0.0,,0.09833007535084906,0.006856722237857145,0.0009933520136256248,
2016-10-08 00:00:00,0.0,-21.65,0.0,,0.09833007535084906,0.006936363370044646,0.0010048898412175157,
2016-10-08 04:00:00,0.0,-21.65,0.0,,0.09879537052753437,0.006670892929419646,0.0009664304159112137,
2016-10-08 08:00:00,0.0,-21.65,0.0,,0.09879537052753437,0.006511610665044646,0.0009433547607274324,
2016-10-08 12:00:00,0.0,-21.65,0.0,,0.09879537052753437,0.006777081105669646,0.0009818141860337343,
2016-10-08 16:00:00,0.0,-21.65,0.0,,0.09879537052753437,0.006856722237857145,0.0009933520136256248,
2016-10-08 20:00:00,0.0,-21.65,0.0,,0.09879537052753437,0.006856722237857145,0.0009933520136256248,
2016-10-09 00:00:00,0.0,-21.65,0.0,,0.09879537052753437,0.006750534061607146,0.0009779682435031038,
